,Date,Product,Category,Sales
393,2022-04-12,Pixeltab_Pro,Pixel,946.0
394,2022-04-13,Pixeltab_Pro,Pixel,995.0
395,2022-04-14,Pixeltab_Pro,Pixel,993.0
396,2022-04-15,Pixeltab_Pro,Pixel,925.0
397,2022-04-16,Pixeltab_Pro,Pixel,949.0
398,2022-04-17,Pixeltab_Pro,Pixel,1006.0
399,2022-04-18,Pixeltab_Pro,Pixel,1008.0
400,2022-04-19,Pixeltab_Pro,Pixel,991.0
401,2022-04-20,Pixeltab_Pro,Pixel,972.0
402,2022-04-21,Pixeltab_Pro,Pixel,937.0
403,2022-04-22,Pixeltab_Pro,Pixel,985.0
404,2022-04-23,Pixeltab_Pro,Pixel,870.0
405,2022-04-24,Pixeltab_Pro,Pixel,1045.0
406,2022-04-25,Pixeltab_Pro,Pixel,989.0
407,2022-04-26,Pixeltab_Pro,Pixel,977.0
408,2022-04-27,Pixeltab_Pro,Pixel,989.0
409,2022-04-28,Pixeltab_Pro,Pixel,981.0
410,2022-04-29,Pixeltab_Pro,Pixel,827.0
411,2022-04-30,Pixeltab_Pro,Pixel,981.0
412,2022-05-01,Pixeltab_Pro,Pixel,918.0
413,2022-05-02,Pixeltab_Pro,Pixel,902.0
414,2022-05-03,Pixeltab_Pro,Pixel,947.0
415,2022-05-04,Pixeltab_Pro,Pixel,964.0
416,2022-05-05,Pixeltab_Pro,Pixel,939.0
417,2022-05-06,Pixeltab_Pro,Pixel,959.0
418,2022-05-07,Pixeltab_Pro,Pixel,914.0
419,2022-05-08,Pixeltab_Pro,Pixel,906.0
420,2022-05-09,Pixeltab_Pro,Pixel,933.0
421,2022-05-10,Pixeltab_Pro,Pixel,957.0
422,2022-05-11,Pixeltab_Pro,Pixel,969.0
423,2022-05-12,Pixeltab_Pro,Pixel,967.0
424,2022-05-13,Pixeltab_Pro,Pixel,974.0
425,2022-05-14,Pixeltab_Pro,Pixel,896.0
426,2022-05-15,Pixeltab_Pro,Pixel,904.0
427,2022-05-16,Pixeltab_Pro,Pixel,889.0
428,2022-05-17,Pixeltab_Pro,Pixel,914.0
429,2022-05-18,Pixeltab_Pro,Pixel,913.0
430,2022-05-19,Pixeltab_Pro,Pixel,880.0
431,2022-05-20,Pixeltab_Pro,Pixel,926.0
432,2022-05-21,Pixeltab_Pro,Pixel,890.0
433,2022-05-22,Pixeltab_Pro,Pixel,835.0
434,2022-05-23,Pixeltab_Pro,Pixel,921.0
435,2022-05-24,Pixeltab_Pro,Pixel,908.0
436,2022-05-25,Pixeltab_Pro,Pixel,921.0
437,2022-05-26,Pixeltab_Pro,Pixel,874.0
438,2022-05-27,Pixeltab_Pro,Pixel,940.0
439,2022-05-28,Pixeltab_Pro,Pixel,939.0
440,2022-05-29,Pixeltab_Pro,Pixel,925.0
441,2022-05-30,Pixeltab_Pro,Pixel,877.0
442,2022-05-31,Pixeltab_Pro,Pixel,888.0
443,2022-06-01,Pixeltab_Pro,Pixel,943.0
444,2022-06-02,Pixeltab_Pro,Pixel,930.0
445,2022-06-03,Pixeltab_Pro,Pixel,922.0
446,2022-06-04,Pixeltab_Pro,Pixel,902.0
447,2022-06-05,Pixeltab_Pro,Pixel,910.0
448,2022-06-06,Pixeltab_Pro,Pixel,941.0
449,2022-06-07,Pixeltab_Pro,Pixel,830.0
450,2022-06-08,Pixeltab_Pro,Pixel,977.0
451,2022-06-09,Pixeltab_Pro,Pixel,857.0
452,2022-06-10,Pixeltab_Pro,Pixel,851.0
453,2022-06-11,Pixeltab_Pro,Pixel,876.0
454,2022-06-12,Pixeltab_Pro,Pixel,928.0
455,2022-06-13,Pixeltab_Pro,Pixel,872.0
456,2022-06-14,Pixeltab_Pro,Pixel,851.0
457,2022-06-15,Pixeltab_Pro,Pixel,926.0
458,2022-06-16,Pixeltab_Pro,Pixel,848.0
459,2022-06-17,Pixeltab_Pro,Pixel,887.0
460,2022-06-18,Pixeltab_Pro,Pixel,883.0
461,2022-06-19,Pixeltab_Pro,Pixel,927.0
462,2022-06-20,Pixeltab_Pro,Pixel,980.0
463,2022-06-21,Pixeltab_Pro,Pixel,839.0
464,2022-06-22,Pixeltab_Pro,Pixel,743.0
465,2022-06-23,Pixeltab_Pro,Pixel,962.0
466,2022-06-24,Pixeltab_Pro,Pixel,816.0
467,2022-06-25,Pixeltab_Pro,Pixel,874.0
468,2022-06-26,Pixeltab_Pro,Pixel,830.0
469,2022-06-27,Pixeltab_Pro,Pixel,778.0
470,2022-06-28,Pixeltab_Pro,Pixel,810.0
471,2022-06-29,Pixeltab_Pro,Pixel,822.0
472,2022-06-30,Pixeltab_Pro,Pixel,851.0
473,2022-07-01,Pixeltab_Pro,Pixel,1281.0
474,2022-07-02,Pixeltab_Pro,Pixel,1262.0
475,2022-07-03,Pixeltab_Pro,Pixel,1230.0
476,2022-07-04,Pixeltab_Pro,Pixel,1164.0
477,2022-07-05,Pixeltab_Pro,Pixel,1113.0
478,2022-07-06,Pixeltab_Pro,Pixel,1261.0
479,2022-07-07,Pixeltab_Pro,Pixel,1157.0
480,2022-07-08,Pixeltab_Pro,Pixel,1214.0
481,2022-07-09,Pixeltab_Pro,Pixel,1182.0
482,2022-07-10,Pixeltab_Pro,Pixel,1155.0
483,2022-07-11,Pixeltab_Pro,Pixel,1198.0
484,2022-07-12,Pixeltab_Pro,Pixel,1215.0
485,2022-07-13,Pixeltab_Pro,Pixel,1261.0
486,2022-07-14,Pixeltab_Pro,Pixel,1186.0
487,2022-07-15,Pixeltab_Pro,Pixel,1192.0
488,2022-07-16,Pixeltab_Pro,Pixel,1249.0
489,2022-07-17,Pixeltab_Pro,Pixel,1169.0
490,2022-07-18,Pixeltab_Pro,Pixel,1175.0
491,2022-07-19,Pixeltab_Pro,Pixel,1012.0
492,2022-07-20,Pixeltab_Pro,Pixel,1139.0
493,2022-07-21,Pixeltab_Pro,Pixel,977.0
494,2022-07-22,Pixeltab_Pro,Pixel,1130.0
495,2022-07-23,Pixeltab_Pro,Pixel,1087.0
496,2022-07-24,Pixeltab_Pro,Pixel,1144.0
497,2022-07-25,Pixeltab_Pro,Pixel,1162.0
498,2022-07-26,Pixeltab_Pro,Pixel,1139.0
499,2022-07-27,Pixeltab_Pro,Pixel,1109.0
500,2022-07-28,Pixeltab_Pro,Pixel,1073.0
501,2022-07-29,Pixeltab_Pro,Pixel,1273.0
502,2022-07-30,Pixeltab_Pro,Pixel,1085.0
503,2022-07-31,Pixeltab_Pro,Pixel,1069.0
504,2022-08-01,Pixeltab_Pro,Pixel,668.0
505,2022-08-02,Pixeltab_Pro,Pixel,690.0
506,2022-08-03,Pixeltab_Pro,Pixel,743.0
507,2022-08-04,Pixeltab_Pro,Pixel,745.0
508,2022-08-05,Pixeltab_Pro,Pixel,655.0
509,2022-08-06,Pixeltab_Pro,Pixel,704.0
510,2022-08-07,Pixeltab_Pro,Pixel,595.0
511,2022-08-08,Pixeltab_Pro,Pixel,681.0
512,2022-08-09,Pixeltab_Pro,Pixel,591.0
513,2022-08-10,Pixeltab_Pro,Pixel,689.0
514,2022-08-11,Pixeltab_Pro,Pixel,682.0
515,2022-08-12,Pixeltab_Pro,Pixel,678.0
516,2022-08-13,Pixeltab_Pro,Pixel,717.0
517,2022-08-14,Pixeltab_Pro,Pixel,587.0
518,2022-08-15,Pixeltab_Pro,Pixel,708.0
519,2022-08-16,Pixeltab_Pro,Pixel,655.0
520,2022-08-17,Pixeltab_Pro,Pixel,688.0
521,2022-08-18,Pixeltab_Pro,Pixel,608.0
522,2022-08-19,Pixeltab_Pro,Pixel,683.0
523,2022-08-20,Pixeltab_Pro,Pixel,599.0
524,2022-08-21,Pixeltab_Pro,Pixel,641.0
525,2022-08-22,Pixeltab_Pro,Pixel,717.0
526,2022-08-23,Pixeltab_Pro,Pixel,572.0
527,2022-08-24,Pixeltab_Pro,Pixel,658.0
528,2022-08-25,Pixeltab_Pro,Pixel,580.0
529,2022-08-26,Pixeltab_Pro,Pixel,623.0
530,2022-08-27,Pixeltab_Pro,Pixel,564.0
531,2022-08-28,Pixeltab_Pro,Pixel,570.0
532,2022-08-29,Pixeltab_Pro,Pixel,653.0
533,2022-08-30,Pixeltab_Pro,Pixel,607.0
534,2022-08-31,Pixeltab_Pro,Pixel,590.0
535,2022-09-01,Pixeltab_Pro,Pixel,544.0
536,2022-09-02,Pixeltab_Pro,Pixel,629.0
537,2022-09-03,Pixeltab_Pro,Pixel,605.0
538,2022-09-04,Pixeltab_Pro,Pixel,592.0
539,2022-09-05,Pixeltab_Pro,Pixel,549.0
540,2022-09-06,Pixeltab_Pro,Pixel,515.0
541,2022-09-07,Pixeltab_Pro,Pixel,572.0
542,2022-09-08,Pixeltab_Pro,Pixel,549.0
543,2022-09-09,Pixeltab_Pro,Pixel,474.0
544,2022-09-10,Pixeltab_Pro,Pixel,628.0
545,2022-09-11,Pixeltab_Pro,Pixel,572.0
546,2022-09-12,Pixeltab_Pro,Pixel,485.0
547,2022-09-13,Pixeltab_Pro,Pixel,620.0
548,2022-09-14,Pixeltab_Pro,Pixel,540.0
549,2022-09-15,Pixeltab_Pro,Pixel,490.0
550,2022-09-16,Pixeltab_Pro,Pixel,521.0
551,2022-09-17,Pixeltab_Pro,Pixel,550.0
552,2022-09-18,Pixeltab_Pro,Pixel,560.0
553,2022-09-19,Pixeltab_Pro,Pixel,488.0
554,2022-09-20,Pixeltab_Pro,Pixel,566.0
555,2022-09-21,Pixeltab_Pro,Pixel,510.0
556,2022-09-22,Pixeltab_Pro,Pixel,495.0
557,2022-09-23,Pixeltab_Pro,Pixel,511.0
558,2022-09-24,Pixeltab_Pro,Pixel,503.0
559,2022-09-25,Pixeltab_Pro,Pixel,550.0
560,2022-09-26,Pixeltab_Pro,Pixel,567.0
561,2022-09-27,Pixeltab_Pro,Pixel,539.0
562,2022-09-28,Pixeltab_Pro,Pixel,533.0
563,2022-09-29,Pixeltab_Pro,Pixel,511.0
564,2022-09-30,Pixeltab_Pro,Pixel,470.0
565,2022-10-01,Pixeltab_Pro,Pixel,515.0
566,2022-10-02,Pixeltab_Pro,Pixel,581.0
567,2022-10-03,Pixeltab_Pro,Pixel,514.0
568,2022-10-04,Pixeltab_Pro,Pixel,528.0
569,2022-10-05,Pixeltab_Pro,Pixel,511.0
570,2022-10-06,Pixeltab_Pro,Pixel,485.0
571,2022-10-07,Pixeltab_Pro,Pixel,561.0
572,2022-10-08,Pixeltab_Pro,Pixel,582.0
573,2022-10-09,Pixeltab_Pro,Pixel,377.0
574,2022-10-10,Pixeltab_Pro,Pixel,489.0
575,2022-10-11,Pixeltab_Pro,Pixel,474.0
576,2022-10-12,Pixeltab_Pro,Pixel,503.0
577,2022-10-13,Pixeltab_Pro,Pixel,469.0
578,2022-10-14,Pixeltab_Pro,Pixel,432.0
579,2022-10-15,Pixeltab_Pro,Pixel,458.0
580,2022-10-16,Pixeltab_Pro,Pixel,353.0
581,2022-10-17,Pixeltab_Pro,Pixel,442.0
582,2022-10-18,Pixeltab_Pro,Pixel,393.0
583,2022-10-19,Pixeltab_Pro,Pixel,367.0
584,2022-10-20,Pixeltab_Pro,Pixel,468.0
585,2022-10-21,Pixeltab_Pro,Pixel,339.0
586,2022-10-22,Pixeltab_Pro,Pixel,367.0
587,2022-10-23,Pixeltab_Pro,Pixel,465.0
588,2022-10-24,Pixeltab_Pro,Pixel,352.0
589,2022-10-25,Pixeltab_Pro,Pixel,428.0
590,2022-10-26,Pixeltab_Pro,Pixel,365.0
591,2022-10-27,Pixeltab_Pro,Pixel,410.0
592,2022-10-28,Pixeltab_Pro,Pixel,374.0
593,2022-10-29,Pixeltab_Pro,Pixel,395.0
594,2022-10-30,Pixeltab_Pro,Pixel,381.0
595,2022-10-31,Pixeltab_Pro,Pixel,347.0
596,2022-11-01,Pixeltab_Pro,Pixel,493.0
597,2022-11-02,Pixeltab_Pro,Pixel,353.0
598,2022-11-03,Pixeltab_Pro,Pixel,389.0
599,2022-11-04,Pixeltab_Pro,Pixel,347.0
600,2022-11-05,Pixeltab_Pro,Pixel,409.0
601,2022-11-06,Pixeltab_Pro,Pixel,445.0
602,2022-11-07,Pixeltab_Pro,Pixel,368.0
603,2022-11-08,Pixeltab_Pro,Pixel,350.0
604,2022-11-09,Pixeltab_Pro,Pixel,368.0
605,2022-11-10,Pixeltab_Pro,Pixel,381.0
606,2022-11-11,Pixeltab_Pro,Pixel,350.0
607,2022-11-12,Pixeltab_Pro,Pixel,441.0
608,2022-11-13,Pixeltab_Pro,Pixel,295.0
609,2022-11-14,Pixeltab_Pro,Pixel,353.0
610,2022-11-15,Pixeltab_Pro,Pixel,355.0
611,2022-11-16,Pixeltab_Pro,Pixel,359.0
612,2022-11-17,Pixeltab_Pro,Pixel,309.0
613,2022-11-18,Pixeltab_Pro,Pixel,311.0
614,2022-11-19,Pixeltab_Pro,Pixel,334.0
615,2022-11-20,Pixeltab_Pro,Pixel,259.0
616,2022-11-21,Pixeltab_Pro,Pixel,261.0
617,2022-11-22,Pixeltab_Pro,Pixel,300.0
618,2022-11-23,Pixeltab_Pro,Pixel,327.0
619,2022-11-24,Pixeltab_Pro,Pixel,299.0
620,2022-11-25,Pixeltab_Pro,Pixel,299.0
621,2022-11-26,Pixeltab_Pro,Pixel,259.0
622,2022-11-27,Pixeltab_Pro,Pixel,246.0
623,2022-11-28,Pixeltab_Pro,Pixel,299.0
624,2022-11-29,Pixeltab_Pro,Pixel,336.0
625,2022-11-30,Pixeltab_Pro,Pixel,339.0
626,2022-12-01,Pixeltab_Pro,Pixel,350.0
627,2022-12-02,Pixeltab_Pro,Pixel,496.0
628,2022-12-03,Pixeltab_Pro,Pixel,488.0
629,2022-12-04,Pixeltab_Pro,Pixel,475.0
630,2022-12-05,Pixeltab_Pro,Pixel,312.0
631,2022-12-06,Pixeltab_Pro,Pixel,283.0
632,2022-12-07,Pixeltab_Pro,Pixel,486.0
633,2022-12-08,Pixeltab_Pro,Pixel,269.0
634,2022-12-09,Pixeltab_Pro,Pixel,308.0
635,2022-12-10,Pixeltab_Pro,Pixel,507.0
636,2022-12-11,Pixeltab_Pro,Pixel,419.0
637,2022-12-12,Pixeltab_Pro,Pixel,430.0
638,2022-12-13,Pixeltab_Pro,Pixel,523.0
639,2022-12-14,Pixeltab_Pro,Pixel,330.0
640,2022-12-15,Pixeltab_Pro,Pixel,451.0
641,2022-12-16,Pixeltab_Pro,Pixel,343.0
642,2022-12-17,Pixeltab_Pro,Pixel,508.0
643,2022-12-18,Pixeltab_Pro,Pixel,154.0
644,2022-12-19,Pixeltab_Pro,Pixel,372.0
645,2022-12-20,Pixeltab_Pro,Pixel,212.0
646,2022-12-21,Pixeltab_Pro,Pixel,366.0
647,2022-12-22,Pixeltab_Pro,Pixel,181.0
648,2022-12-23,Pixeltab_Pro,Pixel,280.0
649,2022-12-24,Pixeltab_Pro,Pixel,275.0
650,2022-12-25,Pixeltab_Pro,Pixel,172.0
651,2022-12-26,Pixeltab_Pro,Pixel,151.0
652,2022-12-27,Pixeltab_Pro,Pixel,236.0
653,2022-12-28,Pixeltab_Pro,Pixel,248.0
654,2022-12-29,Pixeltab_Pro,Pixel,251.0
655,2022-12-30,Pixeltab_Pro,Pixel,138.0
656,2022-12-31,Pixeltab_Pro,Pixel,247.0
657,2023-01-01,Pixeltab_Pro,Pixel,389.0
658,2023-01-02,Pixeltab_Pro,Pixel,212.0
659,2023-01-03,Pixeltab_Pro,Pixel,169.0
660,2023-01-04,Pixeltab_Pro,Pixel,324.0
661,2023-01-05,Pixeltab_Pro,Pixel,254.0
662,2023-01-06,Pixeltab_Pro,Pixel,133.0
663,2023-01-07,Pixeltab_Pro,Pixel,162.0
664,2023-01-08,Pixeltab_Pro,Pixel,306.0
665,2023-01-09,Pixeltab_Pro,Pixel,69.0
666,2023-01-10,Pixeltab_Pro,Pixel,238.0
667,2023-01-11,Pixeltab_Pro,Pixel,166.0
668,2023-01-12,Pixeltab_Pro,Pixel,243.0
669,2023-01-13,Pixeltab_Pro,Pixel,244.0
670,2023-01-14,Pixeltab_Pro,Pixel,217.0
671,2023-01-15,Pixeltab_Pro,Pixel,184.0
672,2023-01-16,Pixeltab_Pro,Pixel,293.0
673,2023-01-17,Pixeltab_Pro,Pixel,52.0
674,2023-01-18,Pixeltab_Pro,Pixel,156.0
675,2023-01-19,Pixeltab_Pro,Pixel,111.0
676,2023-01-20,Pixeltab_Pro,Pixel,85.0
677,2023-01-21,Pixeltab_Pro,Pixel,210.0
0,2021-11-18,Pixelbook_Ultra,Pixel,0.0
1,2021-11-19,Pixelbook_Ultra,Pixel,16.0
2,2021-11-20,Pixelbook_Ultra,Pixel,0.0
3,2021-11-21,Pixelbook_Ultra,Pixel,66.0
4,2021-11-22,Pixelbook_Ultra,Pixel,61.0
5,2021-11-23,Pixelbook_Ultra,Pixel,14.0
6,2021-11-24,Pixelbook_Ultra,Pixel,0.0
7,2021-11-25,Pixelbook_Ultra,Pixel,35.0
8,2021-11-26,Pixelbook_Ultra,Pixel,42.0
9,2021-11-27,Pixelbook_Ultra,Pixel,16.0
10,2021-11-28,Pixelbook_Ultra,Pixel,0.0
11,2021-11-29,Pixelbook_Ultra,Pixel,0.0
12,2021-11-30,Pixelbook_Ultra,Pixel,32.0
13,2021-12-01,Pixelbook_Ultra,Pixel,0.0
14,2021-12-02,Pixelbook_Ultra,Pixel,0.0
15,2021-12-03,Pixelbook_Ultra,Pixel,0.0
16,2021-12-04,Pixelbook_Ultra,Pixel,105.0
17,2021-12-05,Pixelbook_Ultra,Pixel,0.0
18,2021-12-06,Pixelbook_Ultra,Pixel,25.0
19,2021-12-07,Pixelbook_Ultra,Pixel,49.0
20,2021-12-08,Pixelbook_Ultra,Pixel,14.0
21,2021-12-09,Pixelbook_Ultra,Pixel,71.0
22,2021-12-10,Pixelbook_Ultra,Pixel,33.0
23,2021-12-11,Pixelbook_Ultra,Pixel,33.0
24,2021-12-12,Pixelbook_Ultra,Pixel,48.0
25,2021-12-13,Pixelbook_Ultra,Pixel,40.0
26,2021-12-14,Pixelbook_Ultra,Pixel,0.0
27,2021-12-15,Pixelbook_Ultra,Pixel,24.0
28,2021-12-16,Pixelbook_Ultra,Pixel,54.0
29,2021-12-17,Pixelbook_Ultra,Pixel,137.0
30,2021-12-18,Pixelbook_Ultra,Pixel,89.0
31,2021-12-19,Pixelbook_Ultra,Pixel,0.0
32,2021-12-20,Pixelbook_Ultra,Pixel,23.0
33,2021-12-21,Pixelbook_Ultra,Pixel,92.0
34,2021-12-22,Pixelbook_Ultra,Pixel,79.0
35,2021-12-23,Pixelbook_Ultra,Pixel,140.0
36,2021-12-24,Pixelbook_Ultra,Pixel,164.0
37,2021-12-25,Pixelbook_Ultra,Pixel,197.0
38,2021-12-26,Pixelbook_Ultra,Pixel,19.0
39,2021-12-27,Pixelbook_Ultra,Pixel,26.0
40,2021-12-28,Pixelbook_Ultra,Pixel,0.0
41,2021-12-29,Pixelbook_Ultra,Pixel,44.0
42,2021-12-30,Pixelbook_Ultra,Pixel,106.0
43,2021-12-31,Pixelbook_Ultra,Pixel,0.0
44,2022-01-01,Pixelbook_Ultra,Pixel,87.0
45,2022-01-02,Pixelbook_Ultra,Pixel,160.0
46,2022-01-03,Pixelbook_Ultra,Pixel,97.0
47,2022-01-04,Pixelbook_Ultra,Pixel,116.0
48,2022-01-05,Pixelbook_Ultra,Pixel,76.0
49,2022-01-06,Pixelbook_Ultra,Pixel,85.0
50,2022-01-07,Pixelbook_Ultra,Pixel,0.0
51,2022-01-08,Pixelbook_Ultra,Pixel,164.0
52,2022-01-09,Pixelbook_Ultra,Pixel,59.0
53,2022-01-10,Pixelbook_Ultra,Pixel,209.0
54,2022-01-11,Pixelbook_Ultra,Pixel,6.0
55,2022-01-12,Pixelbook_Ultra,Pixel,69.0
56,2022-01-13,Pixelbook_Ultra,Pixel,192.0
57,2022-01-14,Pixelbook_Ultra,Pixel,3.0
58,2022-01-15,Pixelbook_Ultra,Pixel,335.0
59,2022-01-16,Pixelbook_Ultra,Pixel,205.0
60,2022-01-17,Pixelbook_Ultra,Pixel,0.0
61,2022-01-18,Pixelbook_Ultra,Pixel,162.0
62,2022-01-19,Pixelbook_Ultra,Pixel,171.0
63,2022-01-20,Pixelbook_Ultra,Pixel,200.0
64,2022-01-21,Pixelbook_Ultra,Pixel,50.0
65,2022-01-22,Pixelbook_Ultra,Pixel,87.0
66,2022-01-23,Pixelbook_Ultra,Pixel,84.0
67,2022-01-24,Pixelbook_Ultra,Pixel,95.0
68,2022-01-25,Pixelbook_Ultra,Pixel,165.0
69,2022-01-26,Pixelbook_Ultra,Pixel,98.0
70,2022-01-27,Pixelbook_Ultra,Pixel,238.0
71,2022-01-28,Pixelbook_Ultra,Pixel,150.0
72,2022-01-29,Pixelbook_Ultra,Pixel,209.0
73,2022-01-30,Pixelbook_Ultra,Pixel,115.0
74,2022-01-31,Pixelbook_Ultra,Pixel,110.0
75,2022-02-01,Pixelbook_Ultra,Pixel,91.0
76,2022-02-02,Pixelbook_Ultra,Pixel,63.0
77,2022-02-03,Pixelbook_Ultra,Pixel,25.0
78,2022-02-04,Pixelbook_Ultra,Pixel,86.0
79,2022-02-05,Pixelbook_Ultra,Pixel,98.0
80,2022-02-06,Pixelbook_Ultra,Pixel,76.0
81,2022-02-07,Pixelbook_Ultra,Pixel,0.0
82,2022-02-08,Pixelbook_Ultra,Pixel,61.0
83,2022-02-09,Pixelbook_Ultra,Pixel,2.0
84,2022-02-10,Pixelbook_Ultra,Pixel,155.0
85,2022-02-11,Pixelbook_Ultra,Pixel,142.0
86,2022-02-12,Pixelbook_Ultra,Pixel,14.0
87,2022-02-13,Pixelbook_Ultra,Pixel,16.0
88,2022-02-14,Pixelbook_Ultra,Pixel,111.0
89,2022-02-15,Pixelbook_Ultra,Pixel,85.0
90,2022-02-16,Pixelbook_Ultra,Pixel,133.0
91,2022-02-17,Pixelbook_Ultra,Pixel,47.0
92,2022-02-18,Pixelbook_Ultra,Pixel,86.0
93,2022-02-19,Pixelbook_Ultra,Pixel,28.0
94,2022-02-20,Pixelbook_Ultra,Pixel,34.0
95,2022-02-21,Pixelbook_Ultra,Pixel,115.0
96,2022-02-22,Pixelbook_Ultra,Pixel,179.0
97,2022-02-23,Pixelbook_Ultra,Pixel,113.0
98,2022-02-24,Pixelbook_Ultra,Pixel,154.0
99,2022-02-25,Pixelbook_Ultra,Pixel,171.0
100,2022-02-26,Pixelbook_Ultra,Pixel,115.0
101,2022-02-27,Pixelbook_Ultra,Pixel,49.0
102,2022-02-28,Pixelbook_Ultra,Pixel,106.0
103,2022-03-01,Pixelbook_Ultra,Pixel,51.0
104,2022-03-02,Pixelbook_Ultra,Pixel,127.0
105,2022-03-03,Pixelbook_Ultra,Pixel,163.0
106,2022-03-04,Pixelbook_Ultra,Pixel,134.0
107,2022-03-05,Pixelbook_Ultra,Pixel,160.0
108,2022-03-06,Pixelbook_Ultra,Pixel,43.0
109,2022-03-07,Pixelbook_Ultra,Pixel,18.0
110,2022-03-08,Pixelbook_Ultra,Pixel,99.0
111,2022-03-09,Pixelbook_Ultra,Pixel,66.0
112,2022-03-10,Pixelbook_Ultra,Pixel,148.0
113,2022-03-11,Pixelbook_Ultra,Pixel,140.0
114,2022-03-12,Pixelbook_Ultra,Pixel,155.0
115,2022-03-13,Pixelbook_Ultra,Pixel,158.0
116,2022-03-14,Pixelbook_Ultra,Pixel,166.0
117,2022-03-15,Pixelbook_Ultra,Pixel,252.0
118,2022-03-16,Pixelbook_Ultra,Pixel,160.0
119,2022-03-17,Pixelbook_Ultra,Pixel,235.0
120,2022-03-18,Pixelbook_Ultra,Pixel,250.0
121,2022-03-19,Pixelbook_Ultra,Pixel,180.0
122,2022-03-20,Pixelbook_Ultra,Pixel,235.0
123,2022-03-21,Pixelbook_Ultra,Pixel,154.0
124,2022-03-22,Pixelbook_Ultra,Pixel,289.0
125,2022-03-23,Pixelbook_Ultra,Pixel,229.0
126,2022-03-24,Pixelbook_Ultra,Pixel,247.0
127,2022-03-25,Pixelbook_Ultra,Pixel,305.0
128,2022-03-26,Pixelbook_Ultra,Pixel,316.0
129,2022-03-27,Pixelbook_Ultra,Pixel,269.0
130,2022-03-28,Pixelbook_Ultra,Pixel,302.0
131,2022-03-29,Pixelbook_Ultra,Pixel,356.0
132,2022-03-30,Pixelbook_Ultra,Pixel,287.0
133,2022-03-31,Pixelbook_Ultra,Pixel,263.0
134,2022-04-01,Pixelbook_Ultra,Pixel,252.0
135,2022-04-02,Pixelbook_Ultra,Pixel,200.0
136,2022-04-03,Pixelbook_Ultra,Pixel,366.0
137,2022-04-04,Pixelbook_Ultra,Pixel,202.0
138,2022-04-05,Pixelbook_Ultra,Pixel,236.0
139,2022-04-06,Pixelbook_Ultra,Pixel,330.0
140,2022-04-07,Pixelbook_Ultra,Pixel,339.0
141,2022-04-08,Pixelbook_Ultra,Pixel,311.0
142,2022-04-09,Pixelbook_Ultra,Pixel,290.0
143,2022-04-10,Pixelbook_Ultra,Pixel,302.0
144,2022-04-11,Pixelbook_Ultra,Pixel,341.0
145,2022-04-12,Pixelbook_Ultra,Pixel,239.0
146,2022-04-13,Pixelbook_Ultra,Pixel,224.0
147,2022-04-14,Pixelbook_Ultra,Pixel,251.0
148,2022-04-15,Pixelbook_Ultra,Pixel,374.0
149,2022-04-16,Pixelbook_Ultra,Pixel,359.0
150,2022-04-17,Pixelbook_Ultra,Pixel,326.0
151,2022-04-18,Pixelbook_Ultra,Pixel,303.0
152,2022-04-19,Pixelbook_Ultra,Pixel,309.0
153,2022-04-20,Pixelbook_Ultra,Pixel,350.0
154,2022-04-21,Pixelbook_Ultra,Pixel,390.0
155,2022-04-22,Pixelbook_Ultra,Pixel,373.0
156,2022-04-23,Pixelbook_Ultra,Pixel,355.0
157,2022-04-24,Pixelbook_Ultra,Pixel,446.0
158,2022-04-25,Pixelbook_Ultra,Pixel,414.0
159,2022-04-26,Pixelbook_Ultra,Pixel,448.0
160,2022-04-27,Pixelbook_Ultra,Pixel,312.0
161,2022-04-28,Pixelbook_Ultra,Pixel,306.0
162,2022-04-29,Pixelbook_Ultra,Pixel,468.0
163,2022-04-30,Pixelbook_Ultra,Pixel,450.0
164,2022-05-01,Pixelbook_Ultra,Pixel,390.0
165,2022-05-02,Pixelbook_Ultra,Pixel,317.0
166,2022-05-03,Pixelbook_Ultra,Pixel,491.0
167,2022-05-04,Pixelbook_Ultra,Pixel,530.0
168,2022-05-05,Pixelbook_Ultra,Pixel,480.0
169,2022-05-06,Pixelbook_Ultra,Pixel,474.0
170,2022-05-07,Pixelbook_Ultra,Pixel,485.0
171,2022-05-08,Pixelbook_Ultra,Pixel,465.0
172,2022-05-09,Pixelbook_Ultra,Pixel,452.0
173,2022-05-10,Pixelbook_Ultra,Pixel,465.0
174,2022-05-11,Pixelbook_Ultra,Pixel,499.0
175,2022-05-12,Pixelbook_Ultra,Pixel,478.0
176,2022-05-13,Pixelbook_Ultra,Pixel,453.0
177,2022-05-14,Pixelbook_Ultra,Pixel,525.0
178,2022-05-15,Pixelbook_Ultra,Pixel,493.0
179,2022-05-16,Pixelbook_Ultra,Pixel,594.0
180,2022-05-17,Pixelbook_Ultra,Pixel,543.0
181,2022-05-18,Pixelbook_Ultra,Pixel,560.0
182,2022-05-19,Pixelbook_Ultra,Pixel,426.0
183,2022-05-20,Pixelbook_Ultra,Pixel,589.0
184,2022-05-21,Pixelbook_Ultra,Pixel,566.0
185,2022-05-22,Pixelbook_Ultra,Pixel,502.0
186,2022-05-23,Pixelbook_Ultra,Pixel,568.0
187,2022-05-24,Pixelbook_Ultra,Pixel,553.0
188,2022-05-25,Pixelbook_Ultra,Pixel,533.0
